42.49;0.00
42.18;4.67
42.83;14.73
82.45;64.29
63.49;77.28
32.84;88.15
1.71;66.98
-19.89;63.04
-40.62;54.92
-82.49;56.78
-117.12;19.06
-5.73;-74.85
17.43;-66.95
38.51;-58.04
68.47;-52.47
24.50;-94.08
36.35;-89.60
39.39;-80.76
44.59;-71.02
53.02;-61.20
77.57;-49.83
73.61;-28.96
50.10;-22.42
34.59;-17.46
2.81;71.96
-37.88;59.50
-72.29;35.24
-76.59;-9.20
-88.18;-41.43
-89.87;-76.19
-23.26;-6.59
-24.54;-17.30
-112.82;5.42
-113.26;-34.49
-111.72;-59.75
-74.87;-93.80
-61.25;-109.35
-24.77;-127.50
6.83;-166.98
79.99;-98.52
99.15;-37.70
62.52;-17.19
39.09;-8.94
23.54;-4.10
16.12;23.65
-4.30;16.46
223.91;-10.87
315.86;14.61
313.56;28.25
294.94;48.89
216.97;2.58
270.57;79.69
235.16;66.89
199.01;-5.56
197.34;-8.10
195.91;-8.44
193.79;-8.27
192.09;-8.22
82.30;44.01
73.06;3.39
78.55;-36.64
93.47;-72.81
111.34;-110.50
216.46;-141.04
279.67;-111.34
313.90;-66.62
303.76;11.75
329.32;56.51
321.84;66.67
294.51;56.67
287.94;63.90
274.51;60.69
239.88;12.63
235.62;3.51
233.51;-2.55
231.47;0.04
229.55;0.53
163.32;29.49
105.06;-2.63
110.63;-44.67
227.43;-125.17
280.65;-120.39
318.27;-102.21
342.27;-67.88
516.35;-27.56
509.82;-22.85
512.67;-8.50
